364,1990-04-01,Gesetz über die Organisation der Bundesrechtspflege,NaN,NaN,Nan
365.0,1990-09-23,für den Ausstieg aus der Atomenergie,47.1,-1,1
366.0,1990-09-23,Stopp dem Atomkraftwerkbau (Moratorium),54.5,-1,1
367.0,1990-09-23,Energieartikel in der Bundesverfassung,71.1,-1,1
368,1990-09-23,Strassenverkehrsgesetz,NaN,NaN,Nan
369,1991-03-03,Herabsetzung des Stimmrechtsalters auf 18 Jahre,NaN,NaN,Nan
370.0,1991-03-03,Förderung des öffentlichen Verkehrs,37.1,-1,-1
371,1991-06-02,Neuordnung der Bundesfinanzen (Einführung Mehrwertsteuer),NaN,NaN,Nan
372,1991-06-02,Militärstrafgesetz,NaN,NaN,Nan
373,1992-02-16,«Krankenkassen-Initiative»,NaN,NaN,Nan
374,1992-02-16,Initiative «Weg vom Tierversuch!»,NaN,NaN,Nan
375,1992-05-17,Beitritt zu den Institutionen von Bretton Woods,NaN,NaN,Nan
376,1992-05-17,Gesetz über die Mitwirkung an den Institutionen von Bretton Woods,NaN,NaN,Nan
377,1992-05-17,Gewässerschutzgesetz,NaN,NaN,Nan
378,1992-05-17,Gewässerschutz-Initiative,NaN,NaN,Nan
379,1992-05-17,Regelung der Fortpflanzungs- und Gentechnologie,NaN,NaN,Nan
380.0,1992-05-17,Zivildienst für Dienstverweigerer,82.5,-1,3
381,1992-05-17,Reform des Sexualstrafrechts,NaN,NaN,Nan
382,1992-09-27,Alpentransit-Beschluss (NEAT),NaN,NaN,Nan
383,1992-09-27,Geschäftsverkehrsgesetz,NaN,NaN,Nan
384,1992-09-27,Entschädigungsgesetz,NaN,NaN,Nan
385,1992-09-27,Infrastrukturgesetz,NaN,NaN,Nan
386,1992-09-27,Gesetz über die Stempelabgaben,NaN,NaN,Nan
387,1992-09-27,Gesetz über das bäuerliche Bodenrecht,NaN,NaN,Nan
388,1992-12-06,EWR-Beitritt,NaN,NaN,Nan
389,1993-03-07,Erhöhung des Treibstoffzolls,NaN,NaN,Nan
390,1993-03-07,Aufhebung des Spielbankenverbots,NaN,NaN,Nan
391,1993-03-07,Initiative «zur Abschaffung der Tierversuche»,NaN,NaN,Nan
392.0,1993-06-06,Waffenplatz-Initiative,44.7,-2,1
393.0,1993-06-06,Schweiz ohne neue Kampfflugzeuge,42.8,-2,1
394,1993-09-26,Bundesbeschluss gegen den Waffenmissbrauch,NaN,NaN,Nan
395,1993-09-26,Kantonswechsel des Laufentals zu Basel-Landschaft,NaN,NaN,Nan
396,1993-09-26,1.-August-Initiative,NaN,NaN,Nan
397.0,1993-09-26,Massnahmen geg. d. Kostensteig. in d. Krankenversicherung,80.5,1,-1
398.0,1993-09-26,Massnahmen in der Arbeitslosenversicherung,70.4,1,1
399,1993-11-28,Einführung der Mehrwertsteuer,NaN,NaN,Nan
400,1993-11-28,Mehrwertsteuer-Satz 6;5%,NaN,NaN,Nan
401,1993-11-28,Mehrwertsteuerprozent für die AHV,NaN,NaN,Nan
402,1993-11-28,Bundesbeschluss über besondere Verbrauchssteuern,NaN,NaN,Nan
403,1993-11-28,Initiative «zur Verminderung der Alkoholprobleme»,NaN,NaN,Nan
404,1993-11-28,Initiative «zur Verminderung der Tabakprobleme»,NaN,NaN,Nan
405,1994-02-20,Weiterführung Autobahnvignette,NaN,NaN,Nan
406.0,1994-02-20,Weiterführung der Schwerverkehrsabgabe,72.2,-1,1
407.0,1994-02-20,Leistungsabhängige Schwerverkehrsabgabe,67.1,-1,1
408,1994-02-20,Alpen-Initiative,NaN,NaN,Nan
409,1994-02-20,Luftfahrtgesetz,NaN,NaN,Nan
410,1994-06-12,Kulturförderungsartikel,NaN,NaN,Nan
411,1994-06-12,Erleichterte Einbürgerung für junge Ausländer,NaN,NaN,Nan
412,1994-06-12,UNO-Blauhelme,NaN,NaN,Nan
413,1994-09-25,Aufhebung der Brotgetreideverbilligung,NaN,NaN,Nan
414,1994-09-25,Verbot der Rassendiskriminierung,NaN,NaN,Nan
415.0,1994-12-04,Krankenversicherung (KVG),51.7,-1,1
416.0,1994-12-04,gesunde Krankenversicherung (Initiative),23.4,-2,-1
417.0,1994-12-04,Zwangsmassnahmen im Ausländerrecht,72.9,1,-1
418,1995-03-12,Landwirtschaftsartikel,NaN,NaN,Nan
419,1995-03-12,Milchwirtschaftsbeschluss,NaN,NaN,Nan
420,1995-03-12,Landwirtschaftsgesetz,NaN,NaN,Nan
421.0,1995-03-12,Ausgabenbremse,83.4,1,-1
422.0,1995-06-25,10. AHV-Revision,60.7,2,1
423.0,1995-06-25,Initiative f. den Ausbau von AHV und IV,27.6,-2,2
424,1995-06-25,Gesetz über den Erwerb von Grundstücken durch Personen im Ausland,NaN,NaN,Nan
425,1996-03-10,Sprachenartikel,NaN,NaN,Nan
426,1996-03-10,Übertritt Vellerat zum Kanton Jura,NaN,NaN,Nan
427,1996-03-10,Zuständigkeit im Bereich der persönlichen militärischen Ausrüstung,NaN,NaN,Nan
428,1996-03-10,Aufhebung der Pflicht zur Übernahme von Brennapparaten und Branntwein,NaN,NaN,Nan
429,1996-03-10,Aufhebung der Beiträge an Bahnhofparkplätze,NaN,NaN,Nan
430,1996-06-09,Verfassungsartikel zur Landwirtschaft,NaN,NaN,Nan
431,1996-06-09,Regierungs- und Verwaltungsorganisationsgesetz,NaN,NaN,Nan
432,1996-12-01,Initiative «gegen die illegale Einwanderung»,NaN,NaN,Nan
433.0,1996-12-01,Arbeitsgesetz,32.9,2,3
434,1997-06-08,Initiative «EU-Beitrittsverhandlungen vors Volk!»,NaN,NaN,Nan
435.0,1997-06-08,VI Verbot der Kriegsmaterialausfuhr,22.5,-1,3
436,1997-06-08,Aufhebung des Pulverregals,NaN,NaN,Nan
437.0,1997-09-28,Finanzierung der ALV,49.2,2,1
438,1997-09-28,Initiative «Jugend ohne Drogen»,NaN,NaN,Nan
439.0,1998-06-07,Massnahmen zum Haushaltausgleich,70.7,2,3
440,1998-06-07,«Gen-Schutz-Initiative»,NaN,NaN,Nan
441.0,1998-06-07,"VI ""S.o.S. - Schweiz ohne Schnüffelpolizei""",24.6,-1,-1
442.0,1998-09-27,Leistungsabhängige Schwerverkehrsabgabe,57.2,-1,1
443,1998-09-27,Kleinbauern-Initiative,NaN,NaN,Nan
444.0,1998-09-27,VI 10. AHV-Revision ohne Erhöhung des Rentenalters,41.5,-2,1
445.0,1998-11-29,Finanzierung des öffentlichen Verkehrs,63.4,-1,1
446,1998-11-29,Getreideartikel,NaN,NaN,Nan
447.0,1998-11-29,DroLeg-Initiative,26,-1,1
448.0,1998-11-29,Arbeitsgesetz (2. Anlauf),63.4,2,1
449,1999-02-07,Bundesbeschluss über die Wählbarkeit in den Bundesrat,NaN,NaN,Nan
450,1999-02-07,Verfassungsbestimmung über die Transplantationsmedizin,NaN,NaN,Nan
451.0,1999-02-07,"VI ""Wohneigentum für alle""",41.3,1,1
452,1999-02-07,Raumplanungsgesetz,NaN,NaN,Nan
453,1999-04-18,Neue Bundesverfassung,NaN,NaN,Nan
454.0,1999-06-13,Asylgesetz (AsylG),70.6,1,1
455.0,1999-06-13,Dringliche Massnahmen im Asyl- und Ausländerbereich,70.9,1,2
456,1999-06-13,Bundesbeschluss über die ärztliche Verschreibung von Heroin,NaN,NaN,Nan
457.0,1999-06-13,Abschaffung der IV-Viertelsrente,30.3,1,-2
458.0,1999-06-13,Mutterschaftsversicherung,38.9,-1,1
459,2000-03-12,Justizreform,NaN,NaN,Nan
460,2000-03-12,Initiative «für die Beschleunigung der direkten Demokratie»,NaN,NaN,Nan
461.0,2000-03-12,Gleichstellungsinitiative,17.9,-1,-2
462,2000-03-12,Initiative «für menschenwürdige Fortpflanzung»,NaN,NaN,Nan
463.0,2000-03-12,Verkehrshalbierungs-Initiative,21.3,-1,1
464,2000-05-21,Bilaterale Abkommen mit der EU,NaN,NaN,Nan
465.1,2000-09-24,Solar-Initiative,31.8,-1,-2
465.2,2000-09-24,Förderabgabe für erneuerbare Energien,NaN,NaN,Nan
465.3,2000-09-24,Stichfrage zu Solarinitiative und Gegenentwurf,NaN,NaN,Nan
466,2000-09-24,Energielenkungsabgabe für die Umwelt,NaN,NaN,Nan
467,2000-09-24,Initiative «für eine Regelung der Zuwanderung»,NaN,NaN,Nan
468,2000-09-24,Initiative für ein konstruktives Referendum,NaN,NaN,Nan
469.0,2000-11-26,"VI ""Flexibilisierung der AHV - gegen Erhöhung des Rentenalters für Frauen""",39.4,-3,-2
470.0,2000-11-26,"VI ""flexibles Rentenalter ab 62 für Frau und Mann""",46,-3,1
471.0,2000-11-26,Umverteilungsinitiative,37.6,-2,1
472.0,2000-11-26,"VI ""für tiefere Spitalkosten""",17.9,-1,1
473.0,2000-11-26,Bundespersonalgesetz (BPG),66.8,2,1
474,2001-03-04,Initiative «Ja zu Europa!»,NaN,NaN,Nan
475,2001-03-04,Initiative «für tiefere Arzneimittelpreise»,NaN,NaN,Nan
476.0,2001-03-04,"VI ""Tempo 30""",20.3,-1,2
477,2001-06-10,Militärgesetz: Bewaffnung,NaN,NaN,Nan
478,2001-06-10,Militärgesetz: Ausbildungszusammenarbeit,NaN,NaN,Nan
479,2001-06-10,Aufhebung des Bistumsartikels,NaN,NaN,Nan
480.0,2001-12-02,Schuldenbremse,84.8,2,-1
481.0,2001-12-02,"VI ""Energie statt Arbeit besteuern""",22.8,-1,-1
482.0,2001-12-02,VI GSoA II,21.9,-2,2
483.0,2001-12-02,VI Ziviler Friedensdienst,23.2,-2,1
484.0,2001-12-02,VI Kapitalgewinnsteuer,34.1,-2,1
485,2002-03-03,Initiative für den UNO-Beitritt,NaN,NaN,Nan
486.0,2002-03-03,VI 36-Stundenwoche,25.3,-2,-1
487,2002-06-02,Fristenregelung (Schwangerschaftsabbruch),NaN,NaN,Nan
488,2002-06-02,Initiative «Für Mutter und Kind»,NaN,NaN,Nan
489.1,2002-09-22,«Goldinitiative»,NaN,NaN,Nan
489.2,2002-09-22,Gegenentwurf «Gold für AHV; Kantone und Stiftung»,NaN,NaN,Nan
489.3,2002-09-22,Stichfrage zu Goldinitiative und Gegenentwurf,NaN,NaN,Nan
490.0,2002-09-22,Elektrizitätmarktgesetz,47.4,2,1
491.0,2002-11-24,Asyl-Initiative,50,1,-1
492.0,2002-11-24,Arbeitslosenversicherung,56.1,2,3
493,2003-02-09,Bundesbeschluss über die Änderung der Volksrechte,NaN,NaN,Nan
494,2003-02-09,Gesetz über die kantonalen Beiträge an Spitalbehandlungen,NaN,NaN,Nan
495,2003-05-18,Armee XXI,NaN,NaN,Nan
496,2003-05-18,Gesetz über den Zivilschutz,NaN,NaN,Nan
497.0,2003-05-18,"VI ""Faire Mieten""",32.7,-2,1
498,2003-05-18,Initiative «Für einen autofreien Sonntag pro Jahreszeit»,NaN,NaN,Nan
499.0,2003-05-18,Gesundheitsinitiative,27,-3,-2
500.0,2003-05-18,Behinderteninitiative,37.6,-3,1
501.0,2003-05-18,"VI ""Strom ohne Atom"" II",33.7,-1,1
502.0,2003-05-18,"VI ""MoratoriumPlus""",41.6,-1,1
503.0,2003-05-18,Lehrstellen-Initiative,31.6,-2,1
504.0,2004-02-08,Avanti-Gegenvorschlag,37,1,1
505.0,2004-02-08,Änderung des Mietrechts,35.8,2,3
506,2004-02-08,Initiative für eine lebenslange Verwahrung für gefährliche Straftäter,NaN,NaN,Nan
507.0,2004-05-16,11. AHV-Revision,32,2,3
508,2004-05-16,Anhebung der Mehrwertsteuer zu Gunsten von AHV und IV,NaN,NaN,Nan
509.0,2004-05-16,Steuerpaket,34.1,2,-2
510,2004-09-26,Erleichterte Einbürgerung von Jugendlichen der zweiten Generation,NaN,NaN,Nan
511,2004-09-26,Bürgerrechtserwerb für die dritte Generation,NaN,NaN,Nan
512.0,2004-09-26,"VI ""Postdienste für alle""",49.8,-2,-1
513.0,2004-09-26,Mutterschaftsversicherung,55.3,-1,1
514.0,2004-11-28,Neuer Finanzausgleich,64.3,1,-2
515,2004-11-28,Neue Finanzordnung,NaN,NaN,Nan
516,2004-11-28,Stammzellenforschungsgesetz,NaN,NaN,Nan
517,2005-06-05,Abkommen zu Schengen und Dublin,NaN,NaN,Nan
518,2005-06-05,Gesetz über die eingetragene Partnerschaft gleichgeschlechtlicher Paare,NaN,NaN,Nan
519,2005-09-25,Ausdehnung der Personenfreizügigkeit auf die neuen EU-Staaten,NaN,NaN,Nan
520,2005-11-27,Initiative «für Lebensmittel aus gentechnikfreier Landwirtschaft»,NaN,NaN,Nan
521.0,2005-11-27,Ladenöffnungszeiten an Bahnhöfen,50.5,2,1
522,2006-05-21,Neuordnung der Verfassungsbestimmungen zur Bildung,NaN,NaN,Nan
523,2006-09-24,Initiative «Nationalbankgewinne für die AHV»,NaN,NaN,Nan
524.0,2006-09-24,Ausländergesetz (AuG),68,1,1
525.0,2006-09-24,Asylgesetz (AsylG),67.8,1,1
526,2006-11-26,Gesetz über die Zusammenarbeit mit den Staaten Osteuropas,NaN,NaN,Nan
527.0,2006-11-26,"Familienzulagengesetz, FamZG",67.9,-2,1
528.0,2007-03-11,VI 'Für eine soziale Einheitskrankenkasse',28.7,-3,-1
529.0,2007-06-17,Invalidenversicherung (IVG),59.1,1,-2
530.0,2008-02-24,VI 'Gegen Kampfjetlärm in Tourismusgebieten',31.9,-1,1
531.0,2008-02-24,Unternehmenssteuerreformgesetz II,50.5,3,1
532,2008-06-01,Initiative «Für demokratische Einbürgerungen»,NaN,NaN,Nan
533,2008-06-01,Initiative «gegen Behördenprogaganda»,NaN,NaN,Nan
534.0,2008-06-01,Gesundheitsartikel,30.4,1,3
535,2008-11-30,Initiative für die Unverjährbarkeit pornografischer Straftaten an Kindern,NaN,NaN,Nan
536.0,2008-11-30,VI 'flexibles AHV-Alter',41.4,-3,2
537.0,2008-11-30,VI 'Abschaffung Verbandsbeschwerde',34.1,2,-1
538,2008-11-30,Initiative «für eine vernünftige Hanf-Politik»,NaN,NaN,Nan
539,2008-11-30,Betäubungsmittelgesetz,NaN,NaN,Nan
540,2009-02-08,Weiterführung der Personenfreizügigkeit SchweizEU und Ausdehnung auf Bulgarien und Rumänien,NaN,NaN,Nan
541.0,2009-05-17,Verfassungsartikel Komplementärmedizin,66.9,-1,1
542.0,2009-05-17,Biometrische Pässe,50,1,1
543.0,2009-09-27,MWST-Prozent für IV,54.4,-1,1
544,2009-09-27,Verzicht auf die Einführung der allgemeinen Volksinitiative,NaN,NaN,Nan
545,2009-11-29,Spezialfinanzierung für Aufgaben im Luftverkehr,NaN,NaN,Nan
546.0,2009-11-29,IV 'Verbot Kriegsmaterial-Export',31.7,-2,3
547,2009-11-29,Initiative «Gegen den Bau von Minaretten»,NaN,NaN,Nan
548,2010-03-07,Verfassungsartikel über die Forschung am Menschen,NaN,NaN,Nan
549,2010-03-07,Tierschutzanwalt-Initiative,NaN,NaN,Nan
550.0,2010-03-07,BVG-Mindestumwandlungssatz,27.1,2,3
551.0,2010-09-26,Arbeitslosenversicherungsgesetz,53.4,2,3
552.1,2010-11-28,Ausschaffungsinitiative,NaN,NaN,Nan
552.2,2010-11-28,Gegenvorschlag zur Ausschaffungsinitiative,45.8,1,3
552.3,2010-11-28,Stichfrage zu Ausschaffungsinitiative und Gegenentwurf,NaN,NaN,Nan
553.0,2010-11-28,Steuergerechtigkeits-Initiative,41.5,-3,-1
554.0,2011-02-13,VI Für den Schutz vor Waffengewalt,43.7,-2,1
555,2012-03-11,Zweitwohnungsinitiative,NaN,NaN,Nan
556.0,2012-03-11,Wohneigentums-Initiative,44.2,1,1
557.0,2012-03-11,Ferien-Initiative,33.5,-3,-1
558,2012-03-11,Regelung der Geldspiele zugunsten gemeinnütziger Zwecke,NaN,NaN,Nan
559.0,2012-03-11,Buchpreisbindung,43.9,-1,-1
560.0,2012-06-17,Bauspar-Initiative,31.1,1,-1
561,2012-06-17,Initiative «Staatsverträge vors Volk!»,NaN,NaN,Nan
562.0,2012-06-17,Managed-Care,24,2,3
563.0,2012-09-23,Jugendmusikförderung,72.7,-1,-2
564.0,2012-09-23,IV Sicheres Wohnen im Alter,47.4,1,-2
565,2012-09-23,Initiative «Schutz vor Passivrauchen»,NaN,NaN,Nan
566,2012-11-25,Tierseuchengesetz,NaN,NaN,Nan
567.0,2013-03-03,Familienartikel,54.3,-1,-2
568.0,2013-03-03,Abzocker-Initiative,68,-1,1
569.0,2013-03-03,Raumplanungsgesetz,62.9,-1,1
570,2013-06-09,Initiative «Volkswahl des Bundesrates»,NaN,NaN,Nan
571.0,2013-06-09,Dringliche Änderungen des Asylgesetzes,78.4,1,3
572.0,2013-09-22,Ja zur Aufhebung der Wehrpflicht,26.8,-1,1
573,2013-09-22,Epidemiengesetz,NaN,NaN,Nan
574.0,2013-09-22,Arbeitsgesetz,56.7,1,1
575.0,2013-11-24,1:12 - Für gerechte Löhne,34.7,-2,1
576,2013-11-24,«Familieninitiative»,NaN,NaN,Nan
577,2013-11-24,Änderung des Nationalstrassenabgabegesetzes (Autobahnvignette),NaN,NaN,Nan
578.0,2014-02-09,FABI - Finanzierung und Ausbau der Eisenbahninfrastruktur,62,-1,-3
579,2014-02-09,Initiative «Abtreibungsfinanzierung ist Privatsache»,NaN,NaN,Nan
580,2014-02-09,Initiative «Gegen Masseneinwanderung»,NaN,NaN,Nan
581,2014-05-18,Bundesbeschluss über die medizinische Grundversorgung,NaN,NaN,Nan
582,2014-05-18,Initiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»,NaN,NaN,Nan
583,2014-05-18,«Mindestlohn-Initiative»,NaN,NaN,Nan
584,2014-05-18,Fonds zur Beschaffung des Kampfflugzeugs Gripen,NaN,NaN,Nan
585,2014-09-28,Initiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»,NaN,NaN,Nan
586,2014-09-28,Initiative «Für eine öffentliche Krankenkasse»,NaN,NaN,Nan
587,2014-11-30,Initiative zur Abschaffung der Pauschalbesteuerung,NaN,NaN,Nan
588,2014-11-30,Initiative «Stopp der Überbevölkerung  zur Sicherung der natürlichen Lebensgrundlagen»,NaN,NaN,Nan
589,2014-11-30,Gold-Initiative,NaN,NaN,Nan
590,2015-03-08,Initiative für steuerfreie Kinderzulagen,NaN,NaN,Nan
591,2015-03-08,Initiative «Energie- statt Mehrwertsteuer»,NaN,NaN,Nan
592,2015-06-14,Verfassungsbestimmung zur Fortpflanzungsmedizin und Gentechnologie im Humanbereich,NaN,NaN,Nan
593,2015-06-14,Stipendieninitiative,NaN,NaN,Nan
594,2015-06-14,Initiative «Millionen-Erbschaften besteuern für unsere AHV»,NaN,NaN,Nan
595,2015-06-14,Radio- und Fernsehgesetz (Radio- und Fernsehabgabe),NaN,NaN,Nan
596,2016-02-28,Initiative «gegen die Heiratsstrafe»,NaN,NaN,Nan
597,2016-02-28,«Durchsetzungsinitiative»,NaN,NaN,Nan
598,2016-02-28,Initiative «Keine Spekulation mit Nahrungsmitteln!»,NaN,NaN,Nan
599,2016-02-28,Sanierung Gotthard-Strassentunnel,NaN,NaN,Nan
600,2016-06-05,Initiative «Pro Service public»,NaN,NaN,Nan
601,2016-06-05,Initiative «Für ein bedingungsloses Grundeinkommen»,NaN,NaN,Nan
602,2016-06-05,Initiative «Für eine faire Verkehrsfinanzierung»,NaN,NaN,Nan
603,2016-06-05,Fortpflanzungsmedizingesetz,NaN,NaN,Nan
604,2016-06-05,Asylgesetz,NaN,NaN,Nan
605,2016-09-25,Initiative «Grüne Wirtschaft»,NaN,NaN,Nan
606,2016-09-25,Initiative «AHVplus: für eine starke AHV»,NaN,NaN,Nan
607,2016-09-25,Nachrichtendienstgesetz,NaN,NaN,Nan
608,2016-11-27,Atomausstiegsinitiative,NaN,NaN,Nan
609,2017-02-12,Erleichterte Einbürgerung der dritten Ausländergeneration,NaN,NaN,Nan
610,2017-02-12,Fonds für die Nationalstrassen und den Agglomerationsverkehr (NAF),NaN,NaN,Nan
611,2017-02-12,Unternehmenssteuerreform III,NaN,NaN,Nan
612,2017-05-21,Energiegesetz,NaN,NaN,Nan
613,2017-09-24,Bundesbeschluss über die Ernährungssicherheit,NaN,NaN,Nan
614,2017-09-24,Zusatzfinanzierung der AHV durch eine Erhöhung der Mehrwertsteuer,NaN,NaN,Nan
615,2017-09-24,Reform der Altersvorsorge 2020,NaN,NaN,Nan
616,2018-03-04,Neue Finanzordnung 2021,NaN,NaN,Nan
617,2018-03-04,Initiative «Abschaffung der Billag-Gebühren»,NaN,NaN,Nan
618,2018-06-10,Vollgeld-Initiative,NaN,NaN,Nan
619,2018-06-10,Geldspielgesetz,NaN,NaN,Nan
620,2018-09-23,Bundesbeschluss über die Velowege sowie die Fuss- und Wanderwege,NaN,NaN,Nan
621,2018-09-23,Fair-Food-Initiative,NaN,NaN,Nan
622,2018-09-23,Initiative «Für Ernährungssouveränität»,NaN,NaN,Nan
623,2018-11-25,Hornkuh-Initiative,NaN,NaN,Nan
624,2018-11-25,Selbstbestimmungsinitiative,NaN,NaN,Nan
625,2018-11-25,Gesetzliche Grundlage für die Überwachung von Versicherten,NaN,NaN,Nan
626,2019-02-10,Zersiedelungsinitiative,NaN,NaN,Nan
627,2019-05-19,Steuerreform und AHV-Finanzierung (STAF),NaN,NaN,Nan
628,2019-05-19,Umsetzung der EU-Waffenrichtlinie,NaN,NaN,Nan
629,2020-02-09,Initiative «Mehr bezahlbare Wohnungen»,NaN,NaN,Nan
630,2020-02-09,Verbot der Diskriminierung aufgrund der sexuellen Orientierung,NaN,NaN,Nan
631,2020-09-27,Begrenzungsinitiative,NaN,NaN,Nan
632,2020-09-27,Jagdgesetz,NaN,NaN,Nan
633,2020-09-27,Erhöhung der steuerlichen Kinderabzüge,NaN,NaN,Nan
634,2020-09-27,Vaterschaftsurlaub,NaN,NaN,Nan
635,2020-09-27,Beschaffung neuer Kampfflugzeuge,NaN,NaN,Nan
636,2020-11-29,Konzernverantwortungsinitiative,NaN,NaN,Nan
637,2020-11-29,«Kriegsgeschäfte-Initiative»,NaN,NaN,Nan
638,2021-03-07,Initiative für ein Verhüllungsverbot,NaN,NaN,Nan
639,2021-03-07,Gesetz über elektronische Identifizierungsdienste,NaN,NaN,Nan
640,2021-03-07,Freihandelsabkommen mit Indonesien,NaN,NaN,Nan
641,2021-06-13,Trinkwasserinitiative,NaN,NaN,Nan
642,2021-06-13,Pestizidinitiative,NaN,NaN,Nan
643,2021-06-13,Covid-19-Gesetz,NaN,NaN,Nan
644,2021-06-13,CO2-Gesetz,NaN,NaN,Nan
645,2021-06-13,Gesetz über polizeiliche Massnahmen gegen Terrorismus,NaN,NaN,Nan
646,2021-09-26,«99%-Initiative»,NaN,NaN,Nan
647,2021-09-26,Ehe für alle,NaN,NaN,Nan
648,2021-11-28,Pflegeinitiative,NaN,NaN,Nan
649,2021-11-28,Justizinitiative,NaN,NaN,Nan
650,2021-11-28,Änderung des Covid-19-Gesetzes,NaN,NaN,Nan
651,2022-02-13,Initiative für ein Verbot von Tier- und Menschenversuchen,NaN,NaN,Nan
652,2022-02-13,Initiative «Kinder und Jugendliche ohne Tabakwerbung»,NaN,NaN,Nan
653,2022-02-13,Gesetz über die Stempelabgaben,NaN,NaN,Nan
654,2022-02-13,Medienpaket,NaN,NaN,Nan
