"Votations populaires (résultats au niveau des cantons depuis 1866)"

"Canton";"Date et objet";"Bulletins valables";"Oui en %"
"Appenzell Ausserrhoden";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";20753.00;57.24
"Appenzell Ausserrhoden";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";20466.00;31.04
"Appenzell Ausserrhoden";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";25220.00;51.07
"Appenzell Ausserrhoden";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";25511.00;42.50
"Appenzell Ausserrhoden";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";25339.00;47.04
"Appenzell Ausserrhoden";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";25583.00;39.22
"Appenzell Ausserrhoden";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";25518.00;39.06
"Appenzell Ausserrhoden";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";19356.00;53.44
"Appenzell Ausserrhoden";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";19564.00;36.24
"Appenzell Ausserrhoden";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";19657.00;49.13
"Appenzell Innerrhoden";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";8458.00;44.22
"Appenzell Innerrhoden";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";8131.00;22.21
"Appenzell Innerrhoden";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";8311.00;47.05
"Appenzell Innerrhoden";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";5724.00;50.82
"Appenzell Innerrhoden";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";5653.00;23.63
"Appenzell Innerrhoden";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";7684.00;50.01
"Appenzell Innerrhoden";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";7761.00;35.12
"Appenzell Innerrhoden";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";7743.00;39.18
"Appenzell Innerrhoden";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";7833.00;26.03
"Appenzell Innerrhoden";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";7827.00;25.96
"Appenzell Innerrhoden";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";5356.00;57.37
"Appenzell Innerrhoden";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";5378.00;38.94
"Appenzell Innerrhoden";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";5414.00;58.66
"St. Gallen";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";225037.00;54.73
"St. Gallen";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";215804.00;31.82
"St. Gallen";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";221953.00;56.75
"St. Gallen";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";166497.00;59.30
"St. Gallen";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";164209.00;30.85
"St. Gallen";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";192013.00;56.48
"St. Gallen";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";193778.00;42.88
"St. Gallen";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";192947.00;51.02
"St. Gallen";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";194437.00;36.74
"St. Gallen";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";194547.00;37.46
"St. Gallen";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";153075.00;55.99
"St. Gallen";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";155031.00;38.00
"St. Gallen";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";156149.00;53.12
"Graubünden / Grigioni / Grischun";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";91459.00;60.87
"Graubünden / Grigioni / Grischun";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";85001.00;33.61
"Graubünden / Grigioni / Grischun";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";90049.00;61.67
"Graubünden / Grigioni / Grischun";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";65877.00;62.75
"Graubünden / Grigioni / Grischun";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";64609.00;29.20
"Graubünden / Grigioni / Grischun";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";81259.00;58.78
"Graubünden / Grigioni / Grischun";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";82678.00;46.64
"Graubünden / Grigioni / Grischun";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";82045.00;57.57
"Graubünden / Grigioni / Grischun";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";83724.00;38.80
"Graubünden / Grigioni / Grischun";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";83877.00;37.83
"Graubünden / Grigioni / Grischun";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";60276.00;53.81
"Graubünden / Grigioni / Grischun";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";61404.00;38.27
"Graubünden / Grigioni / Grischun";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";62091.00;49.60
"Aargau";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";285961.00;62.57
"Aargau";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";273599.00;33.04
"Aargau";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";282060.00;58.01
"Aargau";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";230216.00;64.05
"Aargau";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";226446.00;29.90
"Aargau";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";252473.00;57.31
"Aargau";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";255237.00;44.03
"Aargau";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";253524.00;58.04
"Aargau";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";255442.00;37.23
"Aargau";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";255661.00;38.18
"Aargau";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";205514.00;56.52
"Aargau";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";208295.00;37.67
"Aargau";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";209892.00;53.61
"Thurgau";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";119085.00;54.65
"Thurgau";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";113622.00;34.59
"Thurgau";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";117581.00;59.55
"Thurgau";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";89846.00;57.22
"Thurgau";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";88490.00;28.12
"Thurgau";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";103911.00;54.91
"Thurgau";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";105113.00;40.54
"Thurgau";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";104421.00;49.91
"Thurgau";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";105402.00;33.60
"Thurgau";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";105568.00;33.97
"Thurgau";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";81147.00;54.74
"Thurgau";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";82138.00;36.28
"Thurgau";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";82911.00;53.92
"Ticino";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";131290.00;65.34
"Ticino";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";126320.00;36.59
"Ticino";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";129676.00;56.13
"Ticino";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";104506.00;52.93
"Ticino";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";102647.00;34.46
"Ticino";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";105355.00;57.32
"Ticino";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";106917.00;44.50
"Ticino";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";105327.00;69.16
"Ticino";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";106790.00;40.17
"Ticino";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";106526.00;37.83
"Ticino";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";97749.00;50.81
"Ticino";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";98517.00;44.19
"Ticino";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";99777.00;60.49
"Vaud";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";278245.00;63.70
"Vaud";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";268598.00;24.93
"Vaud";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";276240.00;64.73
"Vaud";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";238248.00;65.02
"Vaud";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";234177.00;38.44
"Vaud";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";257431.00;58.83
"Vaud";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";260711.00;53.15
"Vaud";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";258435.00;70.15
"Vaud";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";261259.00;37.25
"Vaud";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";260528.00;33.97
"Vaud";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";247418.00;34.13
"Vaud";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";249356.00;29.96
"Vaud";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";251848.00;50.91
"Valais / Wallis";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";145100.00;58.49
"Valais / Wallis";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";140725.00;31.09
"Valais / Wallis";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";144280.00;59.17
"Valais / Wallis";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";112089.00;55.51
"Valais / Wallis";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";111248.00;29.14
"Valais / Wallis";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";128884.00;64.97
"Valais / Wallis";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";130091.00;39.09
"Valais / Wallis";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";129222.00;56.90
"Valais / Wallis";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";130619.00;23.03
"Valais / Wallis";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";130463.00;21.71
"Valais / Wallis";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";132707.00;51.76
"Valais / Wallis";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";134237.00;40.02
"Valais / Wallis";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";136073.00;58.28
"Neuchâtel";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";64846.00;64.35
"Neuchâtel";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";61425.00;31.88
"Neuchâtel";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";64143.00;63.88
"Neuchâtel";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";51083.00;63.43
"Neuchâtel";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";50098.00;44.88
"Neuchâtel";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";59339.00;61.96
"Neuchâtel";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";59920.00;52.61
"Neuchâtel";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";59665.00;66.58
"Neuchâtel";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";60514.00;42.63
"Neuchâtel";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";60442.00;38.58
"Neuchâtel";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";50002.00;39.52
"Neuchâtel";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";50488.00;31.45
"Neuchâtel";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";50895.00;52.01
"Genève";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";143953.00;62.93
"Genève";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";138585.00;29.58
"Genève";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";141907.00;64.35
"Genève";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";136436.00;65.15
"Genève";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";134546.00;41.77
"Genève";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";133128.00;55.98
"Genève";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";134209.00;61.40
"Genève";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";133583.00;69.33
"Genève";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";134629.00;49.33
"Genève";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";134371.00;46.87
"Genève";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";136304.00;40.27
"Genève";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";137690.00;30.60
"Genève";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";139256.00;48.70
"Jura";"2021-11-28 Modification de la loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19) (Loi COVID-19) (Cas de rigueur, assurance-chômage, accueil extra-familial pour enfants, acteurs culturels, manife";32318.00;54.72
"Jura";"2021-11-28 Initiative populaire «Désignation des juges fédéraux par tirage au sort» (Initiative sur la justice)";30200.00;37.49
"Jura";"2021-11-28 Initiative populaire «Pour des soins infirmiers forts» (initiative sur les soins infirmiers)";31771.00;66.40
"Jura";"2021-09-26 Modification du code civil suisse (Mariage pour tous)";23508.00;61.13
"Jura";"2021-09-26 Initiative populaire «Alléger les impôts sur les salaires, imposer équitablement le capital»";22980.00;46.87
"Jura";"2021-06-13 Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)";30461.00;60.96
"Jura";"2021-06-13 Loi fédérale sur la réduction des émissions de gaz à effet de serre (Loi sur le CO2)";31114.00;41.82
"Jura";"2021-06-13 Loi fédérale sur les bases légales des ordonnances du Conseil fédéral visant à surmonter l’épidémie de COVID-19 (Loi COVID-19)";30507.00;59.41
"Jura";"2021-06-13 Initiative populaire «Pour une Suisse libre de pesticides de synthèse»";31233.00;32.86
"Jura";"2021-06-13 Initiative populaire «Pour une eau potable propre et une alimentation saine - Pas de subventions pour l’utilisation de pesticides et l’utilisation d’antibiotiques à titre prophylactique»";31341.00;30.72
"Jura";"2021-03-07 Arrêté fédéral portant approbation de l’Accord de partenariat économique de large portée entre les États de l’AELE et l’Indonésie";23172.00;35.17
"Jura";"2021-03-07 Loi fédérale sur les services d’identification électronique (LSIE)";23201.00;33.35
"Jura";"2021-03-07 Initiative «Oui à l’interdiction de se dissimuler le visage»";23238.00;60.65
